ID,Codepoint,Glyph,Gardiner,UniK,Core,Description,Functions,Values,JSesh,Hieroglyphica,IFAO,Source
U13699,U+13699,𓚙,A-30-002,HJ C032B,C,"God, seated, both knees up, with covered legs and arms, with a long, curved beard, wearing the double crown (S5).",Logogram (Atum),ꞽtmw,C32B,C32B,,unikemet
U1369A,U+1369A,𓚚,A-30-003,HJ A304A,C,"King, seated, both knees up, with covered legs and arms, with a long straight beard, wearing the double crown (S5), holding a tie or strap, used with sandals (ankh sign, S34), angled forwards.",Logogram (first person singular),ꞽ,A304A,A304A,"45,7",unikemet
U1369B,U+1369B,𓚛,A-30-006,HJ A304C,C,"King, seated, both knees up, with covered legs and arms, with a long straight beard, wearing the double crown (S5), holding a flagellum (S45) and a crook (S38) with the opening inwards.",Logogram (king of Upper and Lower Egypt),n(y)-sw.t-bꞽ.ty,A304C,A304C,"45,10",unikemet
U1369C,U+1369C,𓚜,A-30-007,HJ A304D,C,"King, seated, both knees up, with covered legs and arms, with a long straight beard, wearing the double crown (S5), holding a club used by washermen for beating laundry (U36) vertically.",Classifier king/divinity,pꜣ-nṯr-mnḫ,A304D,A304D,"45,11",unikemet
U1369D,U+1369D,𓚝,A-30-008,HJ A304E,C,"God, seated, both knees up, with covered legs and arms, with a long-curved beard, wearing the double crown (S5), holding a crook (S38) vertically, with the opening inward.",Classifier king/divinity,pꜣ-nṯr-mnḫ,A304E,A304E,,unikemet
U1369E,U+1369E,𓚞,A-30-009,HJ A304F,C,"God, seated, both knees up, with covered legs and arms, with a long-curved beard, wearing the double crown (S5), holding a flagellum (S45).",Logogram (Atum),ꞽtmw,A304F,A304F,,unikemet
U1369F,U+1369F,𓚟,A-30-010,HJ A304G,C,"King, seated, both knees up, with covered legs and arms, with a long straight beard, wearing the double crown (S5), holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically.",Classifier divinity,ꞽtmw,A304G,A304G,,unikemet
U136A0,U+136A0,𓚠,A-30-011,HJ C032,C,"God, seated, both knees up, with covered legs and arms, with a long, curved beard, wearing the double crown (S5), holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically. ",Logogram (Atum),ꞽtmw,C32,C32,"60,9",unikemet
U136A1,U+136A1,𓚡,A-30-013,HJ A305,C,"King, seated on a block-throne, with a long straight beard, wearing the double crown (S5), both arms forward, forearms horizontal, one above the other, holding a flagellum (S45).",Classifier sovereign,ꞽt.y,A305,A305,"45,12",unikemet
U136A2,U+136A2,𓚢,A-30-021,A310E,C,"King, standing, with a long straight beard, wearing the double crown (S5), right arm forward, hand at the height of the waist, holding a sceptre with a straight shaft, forked bottom and head of the Seth animal (S40) of the same size as the king, vertically, left arm hanging beside the body holding a flagellum (S45) horizontally.",Logogram (king of Upper and Lower Egypt),n(y)-sw.t-bꞽ.ty,,,,unikemet
U136A3,U+136A3,𓚣,A-30-026,HJ A307,,,,,A307,A307,"45,15",unikemet
U136A4,U+136A4,𓚤,A-30-027,A307A,C,"The king, wearing the blue crown, prostrating on a base, right knee forward, left leg nearly horizontal, arm forward, holding a vessel with a pellet of incense upon it.",Pictogram prostrate offering a vase of myrrh,,US1A22VARA,,,unikemet
U136A5,U+136A5,𓚥,A-30-038,HJ A311,C,"Man, standing, wearing headdress consisting of a double plume mounted on ram horns, right arm forward, holding a staff/stick that angles towards the man, left arm hanging besides the body.",Logogram (sovereign),ꞽt.y,A311,A311,"46,4",unikemet
U136A6,U+136A6,𓚦,A-30-042,HJ A311A,C,"Man, standing, wearing headdress consisting of a double plume mounted on ram horns, right arm forward, holding a crook (S38) of the size of the man, vertically, left arm hanging besides the body, holding a flagellum (S45) horizontally.",Classifier sovereign,ꞽt.y,A311A,A311A,"46,7",unikemet
U136A7,U+136A7,𓚧,A-30-043,HJ A311B,C,"Man, standing, wearing headdress consisting of a double plume mounted on ram horns, right arm forward, holding a staff/stick that angles towards the man, left arm hanging besides the body, holding a flagellum (S45) horizontally.",Classifier sovereign,ꞽt.y,A311B,A311B,"46,8",unikemet
U136A8,U+136A8,𓚨,A-30-044,HJ A311D,,,,,A311D,A311D,,unikemet
U136A9,U+136A9,𓚩,A-30-045,HJ A311C,C,"Man, standing, wearing headdress consisting of a double plume mounted on ram horns, right arm forward, holding a staff/stick that angles towards the man, left arm hanging besides the body, holding a mace with a pear-shaped head (T3) horizontally, mace-head sticking out in front of the legs.",Logogram (sovereign),ꞽt.y,A311C,A311C,,unikemet
U136AA,U+136AA,𓚪,A-30-046,HJ A311E,C,"Man, standing, wearing headdress consisting of a double plume mounted on ram horns, right arm forward, holding a crook (S38) of the size of the man, vertically, left arm hanging besides the body.",Logogram (sovereign),ꞽt.y,A311E,A311E,,unikemet
U136AB,U+136AB,𓚫,A-30-047,HJ A311F,,,,,A311F,A311F,,unikemet
U136AC,U+136AC,𓚬,A-30-049,HJ A466,C,"Man, standing upon a standard used for carrying religious symbols (R12), wearing headdress consisting of a double plume mounted on ram horns, right arm forward, holding a crook (S38) of the size of the man, vertically, left arm hanging besides the body.",Logogram/phonemogram (in ꜥnḏ.ty (Busiris)),ꜥnḏ,A466,A466,,unikemet
U136AD,U+136AD,𓚭,A-30-050,HJ A466A,C,"Man, standing on a standard used for carrying religious symbols (R12), wearing headdress consisting of a double plume mounted on ram horns, right arm forward, holding a staff/stick that angles towards the man, left arm hanging besides the body.",Logogram (9th nome of Lower Egypt),ꜥnḏ.ty,A466A,A466A,,unikemet
U136AE,U+136AE,𓚮,A-30-055,A534,,"God (Shu) seated, both knees up, with covered legs and arms, with a long, curved beard, with a feather (H6) on the head, holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically.",Classifier majesty (specifically referring to Shu),ḥm,,,,unikemet
U136AF,U+136AF,𓚯,A-30-057,A535,C,"God, seated, both knees up, with covered legs and arms, with a long, curved beard, wearing the red crown (S1)/Double crown (S5), with 2 plumes on top of the horns of a ram on top/within the red crown/double crown; holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically.",Classifier divinity (Geb),gbb,,,,unikemet
U136B0,U+136B0,𓚰,A-31-004,HJ A052J,,,,,A52J,A52J,,unikemet
U136B1,U+136B1,𓚱,A-31-006,HJ A052A,C,"Man, seated, both knees down, with short straight beard, without arms, with a flagellum (S45) on its knees.",Classifier name (deceased person),,A52A,A52A,"46,13",unikemet
U136B2,U+136B2,𓚲,A-31-007,HJ A052B,C,"Man, seated, both knees down, with short straight beard, without arms, with a tie or strap, used with sandals (ankh sign, S34), angled forwards, on its knees.",Classifier name (deceased person),,A52B,A52B,"46,14",unikemet
U136B3,U+136B3,𓚳,A-31-011,HJ A052E,,,,,A52E,A52E,"47,3",unikemet
U136B4,U+136B4,𓚴,A-31-012,HJ A052F,,"Man, seated, both knees down, with short straight beard, without arms, with a flower on the knee, which curves towards the face, with the flower in front of the face.",Classifier name (deceased person),,A52F,A52F,,unikemet
U136B5,U+136B5,𓚵,A-32-003,HJ A341,C,"A mummy with a long-curved beard, wearing the white crown (S1), standing upright.",Classifier divinity,wsꞽr,A341,A341,,unikemet
U136B6,U+136B6,𓚶,A-32-004,A341A,C,"A mummy with a long-curved beard, wearing the white crown (S1), standing upright, covered arms crossed in front of the chest.",Classifier divinity,ḫnt.y-ꞽmn.tyw,,,,unikemet
U136B7,U+136B7,𓚷,A-32-005,HJ A053A,C,"A mummy with a long-curved beard, standing upright, both arms forward, forearms horizontally, one above another.",Classifier creation/form,ꞽr.w,A53A,A53A,,unikemet
U136B8,U+136B8,𓚸,A-32-009,HJ A055A,C,"A mummy with a long-curved beard, lying horizontally (A54) on top of a bed, with a leonid head, legs and tail (Q19), with the head towards the front.",Classifier to sleep/to spend the night,sḏr,A55A,A55A,"341,4",unikemet
U136B9,U+136B9,𓚹,A-33-003,A023I,C,"A statue of the king, standing on a base, with a long straight beard, uraeus and coif, right arm forward, holding a staff/stick, left hand hanging beside the body, holding a piece of cloth.",Classifier statue,ẖn.ty,,,,unikemet
U136BA,U+136BA,𓚺,A-33-004,HJ B073,,,,,B73,B73,"47,9",unikemet
U136BB,U+136BB,𓚻,A-33-007,A313,C,"A block statue of a seated man, knees raised with arms on the knees, while covered, without beard.",Classifier statue,twt,A313,,"47,12",unikemet
U136BC,U+136BC,𓚼,A-33-009,HJ A333,,,,,A333,A333,,unikemet
U136BD,U+136BD,𓚽,A-33-010,A333A,C,"A statue of a man, standing on a base, with a support at the back, with the left arm vertically over the body.",Logogram (statue),mnw,,,,unikemet
U136BE,U+136BE,𓚾,A-33-011,HJ A336,C,"A statue of a mummy with a long-curved beard, standing upright on a base, with a support at the back.",Classifier statue,mnw,A336,A336,,unikemet
U136BF,U+136BF,𓚿,A-33-014,HJ A450,C,"A god, with slightly curved beard and straight wig, recumbent on a rectangular carrying chair, covered by cloth.",Classifier carrying chair,wr-ꜥ,A450,A450,,unikemet
U136C0,U+136C0,𓛀,A-33-015,A450A,C,"A god, with a long-curved beard and short hair/wig, with a forwards and backwards curving line on the head, recumbent on a rectangular carrying chair, covered by cloth.",Classifier divinity,ꜥḳ.t-m-rw.ty,,,,unikemet
U136C1,U+136C1,𓛁,A-33-017,A536,C,"A statue of a woman, wearing a long dress, standing on a base, with a support at the back, with the left arm vertically over the body.",Classifier statue,smn,,,,unikemet
U136C2,U+136C2,𓛂,A-33-018,A066B,C,"A mummy, with a long-curved beard, standing on a platform in front of an obelisk.",Logogram (monument)?,mn.w,A66,A66,,unikemet
U136C3,U+136C3,𓛃,A-34-003,HJ A033C,C,"A cursive form of a man, standing, bent forwards, one arm forward, carrying a stick with a bundle or a mat over his shoulders, bundle behind the back.",,,A33C,A33C,,unikemet
U136C4,U+136C4,𓛄,A-34-004,HJ A103,C,"A man, lying down on a bed, facing upwards, knees slightly bent, right arm under the body, left arm over the body.",Classifier to awake,nhsꞽ,A103,A103,,unikemet
U136C5,U+136C5,𓛅,A-34-005,HJ A104,C,"Man, written horizontally, facing down, right arm in front, left arm over the body, on top of a bed.",Classifier to sleep,sḏr,A104,A104,,unikemet
U136C6,U+136C6,𓛆,A-34-007,A104D,C,"A naked man, lying face down, arms extended in front, on top of a bed with leonid legs and tail.",Classifier,ẖꜣ.t,,,,unikemet
U136C7,U+136C7,𓛇,A-34-008,A104C,C,"A mummy with a long straight beard and uraeus, lying belly down, head raised on top of a bed, with a leonid legs and tail.",Classifier corpse,ẖꜣ.t,,,,unikemet
U136C8,U+136C8,𓛈,A-34-009,HJ A104B,C,"A man, mummy form, without beard, lying on a bed with short triangular bedposts, facing upwards.",Classifier to sleep,sḏr,A104B,A104B,,unikemet
U136C9,U+136C9,𓛉,A-34-010,HJ A153,C,"The king, seated on heel, both knees down, with a long straight beard, uraeus and coif/long wig, both arms forward, at the top of a sealed ointment jar (W2).",Classifier (ointment vessel in the shape of the king),snn,A153,A153,,unikemet
U136CA,U+136CA,𓛊,A-34-011,HJ A153A,C,"The king, seated on heel, both knees down, with a long straight beard, uraeus and coif/long wig, back bent forward, arm forward, hand at the height of the waist, holding a cup or vessel (W10).",Classifier wine,ꞽrp,A153A,A153A,,unikemet
U136CB,U+136CB,𓛋,A-34-012,A153B,C,"The king, seated on heel, right knee raised, with long straight beard and uraeus, with arms raised in front, hand palms facing outwards.",Logogram (to venerate),dwꜣ,,,,unikemet
U136CC,U+136CC,𓛌,A-34-013,A537,C,"Man/king, seated, right knee raised, arms raised at either side of the body, right hand holding a tie or strap, used with sandals (ankh sign, S34) of the same height as the man, left hand holding a sceptre with a straight shaft, a forked base, topped with the head of the Seth animal (wAs, S40) in the left hand.",Phonemogram/logogram (million/many),ḥḥ,,,,unikemet
U136CD,U+136CD,𓛍,A-34-014,HJ A432,C,"Two men, standing, facing each other, arms extended forwards, hands at the height of the waist, holding one side of a loop of cord with the ends upwards (V6).",Phonemogram,š,A432,A432,,unikemet
U136CE,U+136CE,𓛎,A-34-015,HJ A433,C,"Two men, standing, both facing forwards, back bent forwards, arms down at either side of the body, holding a rope at the height of the knees, which curves downwards at either end.",,,A433,A433,,unikemet
U136CF,U+136CF,𓛏,A-34-018,HJ A437,C,"Man and woman, standing, facing each other, man, left arm raised, extended towards the face of the woman, right arm hanging beside the body; woman, arms hanging at either side of the body.",Logogram (to love),mrꞽ,A437,A437,,unikemet
U136D0,U+136D0,𓛐,A-34-019,HJ A438,C,"Man and woman, copulating on a bed.",Logogram (his townsman),nꞽw.ty=f,A438,A438,,unikemet
U136D1,U+136D1,𓛑,A-34-020,HJ A470,C,"Man, kneeling, both knees down, arms extended forward, facing another man in the same position, holding hands.",Classifier playing,ḥꜥb,A470,A470,,unikemet
U136D2,U+136D2,𓛒,A-34-021,A470A,C,"Man, seated, right knee raised, arms extended forwards, hand palms forwards, facing another man in the same position, hands touching. ",Classifier playing,ḥꜥb,,,,unikemet
U136D3,U+136D3,𓛓,A-34-028,HJ A488,C,"God, seated, both knees up, with covered legs and arms, with a long-curved beard and long wig, with two heads with long-curved beard and long wig written overlapping behind the head.",Logogram (gods),nṯr.w,A488,A488,,unikemet
U136D4,U+136D4,𓛔,B-01-005,HJ B001A,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, holding a stem of papyrus with a bud (M131) or flower vertically.",Phonemogram,ṯ,B1A,B1A,"48,6",unikemet
U136D5,U+136D5,𓛕,B-01-007,HJ B001B,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, holding a club used by washermen for beating laundry (U36) vertically.",Logogram (majesty),ḥm.t,B1B,B1B,,unikemet
U136D6,U+136D6,𓛖,B-01-009,HJ B007C,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, wearing a diadem.",Logogram (feminine first person singular),ꞽ,B7C,B7C,"48,11",unikemet
U136D7,U+136D7,𓛗,B-01-010,B007O,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, wearing a diadem and uraeus.",Classifier divinity,n.t,,,,unikemet
U136D8,U+136D8,𓛘,B-01-011,HJ B007A,,,,,B7A,B7A,,unikemet
U136D9,U+136D9,𓛙,B-01-013,B007P,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, wearing a diadem and uraeus, holding a tie or strap, used with sandals (ankh sign, S34), which angles forward.",Classifier divinity,tfn.t,,,,unikemet
U136DA,U+136DA,𓛚,B-01-015,HJ B007J,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, wearing a diadem, holding a sceptre with a straight shaft, topped with the head of the Seth animal vertically.",Phonemogram,ṯ,B7J,B7J,,unikemet
U136DB,U+136DB,𓛛,B-01-017,HJ B007E,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, wearing a diadem, holding a stem of papyrus with a bud (M131) or flower vertically.",Classifier divinity,ẖrsk.t,B7E,B7E,"48,14",unikemet
U136DC,U+136DC,𓛜,B-01-019,HJ B007F,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, wearing a diadem, holding a flagellum (S45).",Classifier ruler,ḥḳꜣ.t,B7F,B7F,"49,2",unikemet
U136DD,U+136DD,𓛝,B-01-025,HJ B007I,,,,,B7I,B7I,,unikemet
U136DE,U+136DE,𓛞,B-01-026,B007N,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, wearing a cup (W10) on her head, holding a stem of papyrus with a bud (M13).",Logogram (mistress),ḥnw.t,,,,unikemet
U136DF,U+136DF,𓛟,B-01-028,HJ B001F,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, holding a flower which curves forward, with the flower orientated downwards.",Classifier personal name,ꜥnḫ=s-n-ꜣs.t,B1F,B1F,"49,8",unikemet
U136E0,U+136E0,𓛠,B-01-030,HJ B001G,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, holding a flower which curves towards the face, with the flower in front of the face.",Classifier personal name,ḥr-ꜥnḫ,B1G,B1G,"49,10",unikemet
U136E1,U+136E1,𓛡,B-01-032,HJ B001I,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, holding a round vessel with an upstanding rim (W24).",Phonemogram,n(w)ꞽ,B1I,B1I,,unikemet
U136E2,U+136E2,𓛢,B-01-033,HJ B001E,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, holding a feather (H6) vertically.",Logogram (Maat),mꜣꜥ.t,B1E,B1E,,unikemet
U136E3,U+136E3,𓛣,B-01-034,HJ B051,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, holding two sticks in a 'v' shape.",Phonemogram (in ḥw.t-ꞽr.yw (hall of records/scriptorium)),ꞽr.y,B51,B51,,unikemet
U136E4,U+136E4,𓛤,B-01-035,HJ B053,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, with a line coming from the back of the head 45 degree upwards.",Classifier enemy,ḫft.ywt,B53,B53,,unikemet
U136E5,U+136E5,𓛥,B-01-036,HJ B056,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, and uraeus on the forehead. ",Logogram (first person singular),ꞽ,B56,B56,,unikemet
U136E6,U+136E6,𓛦,B-01-037,HJ B076,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, with a dotted line coming from the face which angles downwards.",Classifier youth,nḫḫ,B76,B76,,unikemet
U136E7,U+136E7,𓛧,B-01-039,HJ B001D,C,"Woman, seated, both knees up, with covered legs and arms, with long hair, holding a tie or strap, used with sandals (ankh sign, S34), which angles forward.",Phonemogram,ṯ,B1D,B1D,,unikemet
